chrom_left	start_left	end_left	chrom_right	start_right	end_right	pet counts between left and right anchors	p-value	FDR
chr17	56717118	56718678	chr20	50002548	50004331	2	0.00206318	0.00206764
chr17	56717122	56718628	chr21	40286597	40288198	2	0.00160521	0.0016097
chr17	56717126	56718711	chr3	64141578	64144299	2	0.000613936	0.000617975
chr17	56717146	56718678	chr6	88625245	88626745	2	3.94226e-07	8.91958e-06
chr17	56717159	56718718	chr22	37593126	37595382	2	9.41922e-05	9.73198e-05
chr17	56717159	56719442	chr17	57067842	57070742	2	0.000108929	0.000112119
chr17	56717165	56719226	chr17	57408259	57409843	2	7.31369e-05	7.61728e-05
chr17	56717178	56718692	chr21	43795274	43797964	2	0.0162712	0.0162745
chr17	56717189	56718712	chr9	241442	243803	2	1.05497e-06	8.91958e-06
chr17	57409332	57411163	chr17	57442973	57445924	2	1.11709e-08	8.91958e-06
chr17	57920684	57923093	chr17	57930637	57932329	2	1.40182e-07	8.91958e-06
chr17	58094609	58096421	chr20	52810534	52812068	2	0.000573686	0.000577688
chr17	58094811	58097408	chr20	52740164	52741906	2	0.000967517	0.00097182
chr17	58219366	58221427	chr20	52384884	52387132	2	5.78348e-07	8.91958e-06
chr17	58307752	58309621	chr3	1395945	1398168	2	6.83018e-09	7.04843e-06
chr17	58421231	58424096	chr17	58431199	58433596	4	4.73012e-12	7.77284e-09
chr17	58421328	58424165	chr20	52811405	52813476	3	0.000347969	0.000351746
chr17	58421367	58422932	chr20	52764396	52766598	2	0.0044393	0.00444313
chr17	58542324	58544302	chr4	140903563	140906423	2	5.5601e-09	5.8538e-06
chr17	58629649	58631149	chr2	112700577	112703518	2	2.95104e-10	3.91503e-07
chr17	58859060	58861168	chr6	112264233	112266808	2	4.16172e-10	5.4053e-07
chr17	59412140	59413700	chr20	49344060	49345762	2	6.52872e-05	6.82624e-05
chr17	59434186	59435732	chr20	49342649	49345493	3	9.36233e-07	8.91958e-06
chr17	59474868	59478330	chr20	49342582	49345408	4	5.48337e-07	8.91958e-06
chr17	59476542	59478343	chr17	59800457	59802257	2	0.000187305	0.000190769
chr17	59476683	59478214	chr20	49379401	49382253	2	4.67492e-05	4.95822e-05
chr17	59476846	59478385	chr20	52765707	52767238	2	0.00118664	0.00119103
chr17	59479348	59481157	chr20	49342779	49344441	2	0.000279855	0.000283528
chr17	59490901	59492565	chr17	59799428	59800934	2	3.86662e-05	4.14126e-05
chr17	59490921	59493760	chr20	49342640	49344491	3	5.75172e-06	9.8483e-06
chr17	59525492	59527861	chr17	59799318	59802043	2	0.000339403	0.000343167
chr17	59526366	59529660	chr20	52810553	52813425	4	1.22917e-05	1.50808e-05
chr17	59526369	59529071	chr17	59594810	59597729	4	2.15425e-11	3.31421e-08
chr17	59697463	59700419	chr18	61993808	61996754	2	6.15603e-09	6.42261e-06
chr17	59736262	59738501	chr20	47186004	47188942	2	3.02906e-05	3.29212e-05
chr17	59757450	59759613	chr6	70155351	70156851	2	2.04704e-09	2.33482e-06
chr17	59799193	59802026	chr3	64477136	64478711	2	6.18043e-05	6.47621e-05
chr17	59799235	59801999	chr20	52277081	52279971	3	0.000306474	0.000310188
chr17	59799256	59802266	chr20	52764423	52768606	7	3.10894e-07	8.91958e-06
chr17	59799309	59802230	chr20	52738857	52741788	6	2.199e-06	8.91958e-06
chr17	59799313	59802296	chr20	47479983	47482948	4	2.34356e-05	2.59839e-05
chr17	59799317	59802231	chr17	59821185	59824019	3	6.97808e-07	8.91958e-06
chr17	59799338	59802110	chr20	49379304	49380856	3	3.59179e-06	8.96091e-06
chr17	59799371	59802238	chr17	59938273	59939890	4	2.00873e-08	8.91958e-06
chr17	59799380	59802370	chr20	52810559	52813508	8	3.88367e-08	8.91958e-06
chr17	59799382	59802278	chr20	55836914	55839754	4	6.36951e-08	8.91958e-06
chr17	59799383	59802192	chr17	59834796	59836499	3	4.29164e-07	8.91958e-06
chr17	59799386	59802228	chr20	49342586	49345517	7	3.06657e-09	3.38718e-06
chr17	59799390	59802070	chr20	47187460	47189080	2	0.00350412	0.00350817
chr17	59800450	59802131	chr3	61792183	61793716	2	0.000753007	0.000757172
chr17	59800583	59802519	chr17	59915586	59918454	5	8.54104e-12	1.36823e-08
chr17	59863101	59865909	chr3	63080032	63082697	2	1.00072e-07	8.91958e-06
chr17	59879262	59882221	chr21	37322346	37323846	2	4.00081e-09	4.33619e-06
chr17	60095619	60097175	chr17	60186742	60188393	2	6.16147e-10	7.723e-07
chr17	60211577	60215017	chr17	61037798	61039523	4	2.93869e-17	7.69683e-14
chr17	60836027	60838914	chr17	60880832	60883752	4	3.54913e-17	9.23337e-14
chr17	61511690	61514577	chr17	61529167	61532050	6	2.18696e-22	7.97315e-19
chr17	61511714	61514615	chr17	61558371	61561197	5	8.5269e-21	2.81322e-17
chr17	61512667	61514734	chr17	61521635	61524398	2	4.46942e-09	4.79779e-06
chr17	61529161	61532090	chr17	61558258	61561251	9	1.04309e-35	6.53916e-32
chr17	61529164	61530782	chr17	61537746	61540113	2	1.35758e-08	8.91958e-06
chr17	61530298	61532031	chr3	193875489	193878386	2	5.35567e-05	5.64542e-05
chr17	62150393	62153157	chr17	62209282	62210801	2	2.05108e-09	2.33818e-06
chr17	63073568	63075708	chr3	175346072	175348230	2	9.01112e-10	1.10104e-06
chr17	63083866	63085579	chr17	63155438	63156968	2	9.39339e-09	8.91958e-06
chr17	63155335	63158305	chr17	63189509	63193075	9	8.42443e-35	5.1015e-31
chr17	63155468	63158215	chr17	63165885	63168491	2	1.10361e-08	8.91958e-06
chr17	63189514	63192429	chr17	64947344	64950038	2	4.00628e-06	8.96091e-06
chr17	63510878	63512410	chr17	63537587	63540413	2	1.11295e-09	1.33242e-06
chr17	64894753	64897153	chr17	64929694	64931670	2	1.10115e-07	8.91958e-06
chr17	64928185	64931720	chr17	64946933	64950148	73	0	0
chr17	64928392	64931077	chr17	65041353	65042904	3	5.04007e-11	7.39926e-08
chr17	64947041	64948660	chr17	64957868	64960823	4	2.99006e-15	6.65893e-12
chr17	64947044	64949992	chr17	65041388	65044284	6	8.64149e-21	2.84662e-17
chr17	65406375	65409203	chr17	65462447	65465370	6	1.88038e-24	7.62366e-21
chr17	65462371	65465278	chr17	65552131	65555113	9	3.18508e-34	1.86782e-30
chr17	65462615	65465258	chr17	65485967	65487923	3	5.73978e-12	9.34207e-09
chr17	65463646	65465339	chr17	65476684	65479412	2	8.87523e-09	8.91958e-06
chr17	65485861	65488754	chr17	65552180	65554992	3	7.90309e-12	1.27128e-08
chr17	66287016	66288609	chr17	66334403	66336053	4	4.04222e-20	1.27735e-16
chr17	70612792	70615710	chr17	70678834	70681628	7	1.93218e-25	8.1672e-22
chr17	70612851	70615703	chr17	70629612	70631119	2	6.70267e-08	8.91958e-06
chr17	70612855	70615708	chr17	70635349	70637044	6	8.73745e-23	3.24082e-19
chr17	70612859	70614480	chr17	70707657	70710511	2	1.18503e-07	8.91958e-06
chr17	70635432	70638214	chr17	70678949	70681851	3	2.72328e-13	5.15804e-10
chr17	70947643	70950581	chr17	71197412	71198915	2	6.90736e-10	8.56985e-07
chr17	70948540	70950220	chr17	71182198	71185039	2	4.52123e-09	4.85219e-06
chr17	71416153	71419115	chr17	71544796	71546381	2	2.31537e-09	2.61433e-06
chr17	72120115	72121711	chr17	72147564	72150471	3	1.50408e-15	3.41918e-12
chr17	72569649	72571161	chr17	72755556	72758277	2	4.50927e-07	8.91958e-06
chr17	72733176	72735923	chr17	72764779	72767514	2	2.01503e-06	8.91958e-06
chr17	72739655	72742563	chr17	72764618	72767582	6	1.56285e-20	5.04699e-17
chr17	72747560	72749209	chr17	72755560	72758271	2	2.93138e-07	8.91958e-06
chr17	72753131	72759094	chr17	72763028	72770393	214	0	0
chr17	72764570	72767464	chr17	76415930	76417796	2	5.10973e-05	5.3984e-05
chr17	72764653	72767511	chr3	58452785	58454520	2	0.000109814	0.000113015
chr17	72764711	72766456	chr17	72822912	72825765	2	3.39269e-07	8.91958e-06
chr17	72959973	72962418	chr17	72977464	72980345	2	9.70426e-10	1.17865e-06
chr17	73544112	73547102	chr17	73567777	73570689	4	6.33146e-18	1.73493e-14
chr17	75306814	75309664	chr17	75323580	75326528	4	1.55213e-18	4.43531e-15
chr17	76393017	76394603	chr17	76416222	76417818	2	9.73879e-09	8.91958e-06
chr17	76406288	76410110	chr17	76414617	76418918	13	0	0
chr17	76415979	76418866	chr17	76566098	76568964	2	2.56437e-07	8.91958e-06
chr17	76417173	76418763	chr17	77012387	77015308	2	4.16955e-06	8.96091e-06
chr17	77012357	77017578	chr17	77023016	77025901	6	8.31515e-24	3.2538e-20
chr17	77876088	77877593	chr17	77915029	77917799	2	2.40292e-09	2.70532e-06
chr17	77915107	77917892	chr17	77925405	77927022	2	7.20892e-10	8.92584e-07
chr17	78004323	78007040	chr4	35073271	35076169	2	1.62308e-10	2.23236e-07
chr17	78020001	78022629	chr17	78075446	78078363	3	7.74388e-14	1.54848e-10
chr17	78367238	78370139	chr17	78378172	78382372	3	8.82966e-15	1.9203e-11
chr17	78368412	78370109	chr17	78879100	78881963	2	5.81746e-09	6.09919e-06
chr17	79970403	79973240	chr17	80060099	80063301	5	2.42868e-18	6.86203e-15
chr17	80005119	80006882	chr17	80060567	80063363	2	9.74225e-09	8.91958e-06
chr17	80060442	80063436	chr17	80070379	80073522	7	5.62241e-29	2.75582e-25
chr17	80060576	80062110	chr17	80570505	80572307	2	3.72186e-06	8.96091e-06
chr17	80061683	80063183	chr17	81025466	81027064	2	4.52786e-07	8.91958e-06
chr17	80191438	80192988	chr17	80347339	80350065	2	1.43577e-09	1.68118e-06
chr17	80478713	80481507	chr17	80846953	80848546	2	2.43151e-07	8.91958e-06
chr17	80478728	80481608	chr17	80570506	80573522	8	2.538e-26	1.11934e-22
chr17	80480030	80481546	chr17	80510330	80512012	2	5.13674e-10	6.5501e-07
chr17	80526284	80528059	chr17	80570793	80573374	3	5.13914e-12	8.40613e-09
chr17	80570768	80572294	chr17	81024241	81025767	2	2.31052e-06	8.91958e-06
chr17	80570786	80573523	chr17	80845501	80848606	13	3.40866e-41	2.58015e-37
chr17	80570825	80572345	chr20	49342662	49344211	2	0.00111018	0.00111453
chr17	80570869	80573519	chr17	81137630	81139130	2	1.87924e-07	8.91958e-06
chr17	80845481	80847229	chr17	80879990	80881552	2	5.05776e-09	5.3753e-06
chr17	80845561	80847182	chr17	81024149	81025955	2	3.42651e-07	8.91958e-06
chr17	80988943	80990461	chr20	48504489	48507475	2	1.81255e-07	8.91958e-06
chr17	80988970	80991402	chr17	81024164	81026962	4	1.09645e-15	2.51395e-12
chr17	81024206	81025777	chr17	81136293	81138153	2	2.05618e-08	8.91958e-06
chr17	81024220	81025761	chr20	48504594	48507441	2	2.34207e-06	8.91958e-06
chr17	81127424	81130245	chr17	81136208	81137957	3	3.31476e-13	6.19316e-10
chr18	2892727	2894887	chr18	2906423	2909183	3	6.33982e-14	1.28335e-10
chr18	3254759	3256845	chr7	156518808	156521178	2	2.63883e-09	2.94991e-06
chr18	6104548	6106048	chr4	17701306	17702816	2	3.8364e-10	5.01327e-07
chr18	9703970	9706828	chr18	9802794	9804466	4	2.68432e-15	5.99053e-12
chr18	9756328	9759296	chr18	9804207	9805764	3	5.46286e-12	8.91175e-09
chr18	9756339	9759292	chr18	9784141	9786899	2	3.29025e-08	8.91958e-06
chr18	9784079	9786885	chr18	9802823	9805560	4	4.56429e-16	1.07776e-12
chr18	9802876	9805698	chr18	9813238	9816024	3	4.32692e-13	8.01061e-10
chr18	10130822	10133570	chr18	10193909	10195420	2	2.58216e-10	3.45464e-07
chr18	10891926	10894787	chr18	10908343	10910807	2	5.45778e-10	6.90994e-07
chr18	10891976	10894754	chr18	11267702	11270609	2	6.07056e-08	8.91958e-06
chr18	11176615	11179401	chr18	11269050	11270626	3	1.22783e-12	2.16963e-09
chr18	13283936	13286757	chr18	13393689	13396619	3	7.88612e-14	1.57545e-10
chr18	13393633	13395136	chr18	13511875	13514568	2	1.48171e-08	8.91958e-06
chr18	13393643	13396029	chr18	13479489	13482012	2	1.20383e-08	8.91958e-06
chr18	13393671	13395171	chr18	13424601	13427375	2	7.23794e-08	8.91958e-06
chr18	13393672	13396632	chr18	13538427	13541284	8	1.51374e-30	7.84277e-27
chr18	13423555	13427465	chr18	13538537	13541631	9	8.1706e-34	4.68213e-30
chr18	13424541	13426168	chr18	13479358	13482275	4	2.35155e-17	6.20472e-14
chr18	13479455	13481011	chr18	13539885	13541492	2	2.38937e-08	8.91958e-06
chr18	13511667	13514718	chr18	13538667	13541492	7	1.10215e-27	5.1312e-24
chr18	13538501	13541469	chr18	13616755	13618355	3	2.37514e-12	4.04787e-09
chr18	18831477	18833047	chr18	18908951	18911696	3	8.0406e-15	1.75137e-11
chr18	18908688	18911532	chr18	18983082	18984590	2	5.77857e-09	6.06288e-06
chr18	19559449	19562357	chr18	19692178	19695008	4	2.71981e-18	7.64915e-15
chr18	19692093	19694940	chr18	19834263	19835847	2	3.62326e-08	8.91958e-06
chr18	19692118	19693675	chr18	19803236	19805386	2	7.84775e-10	9.66915e-07
chr18	20425977	20428721	chr18	20451794	20453596	4	1.39114e-16	3.44693e-13
chr18	20837690	20839686	chr18	43382664	43384202	2	1.33385e-05	1.60564e-05
chr18	21164306	21165913	chr18	21301299	21302817	2	3.91742e-08	8.91958e-06
chr18	21182798	21185815	chr18	21206035	21209717	10	7.26732e-38	4.97205e-34
chr18	21184162	21185733	chr18	21301354	21304209	2	3.48073e-07	8.91958e-06
chr18	21206019	21211058	chr18	21301299	21304252	17	0	0
chr18	21206031	21210994	chr18	21272526	21275516	6	3.06909e-21	1.04237e-17
chr18	21209717	21211228	chr18	21263287	21266215	2	3.56571e-09	3.90426e-06
chr18	21263257	21264843	chr18	21301357	21304201	2	1.40949e-07	8.91958e-06
chr18	21272538	21275410	chr18	21301312	21304295	5	1.07934e-17	2.89806e-14
chr18	21301330	21304242	chr18	21630236	21632825	3	6.54425e-10	8.14776e-07
chr18	21603373	21604968	chr18	21630094	21631616	2	1.14408e-09	1.36586e-06
chr18	28486626	28489622	chr18	28926756	28928797	2	8.02623e-11	1.14639e-07
chr18	30294209	30297136	chr18	30349960	30351509	2	5.21699e-10	6.6445e-07
chr18	42308306	42312034	chr18	42410328	42413286	16	0	0
chr18	42319700	42322650	chr18	42410289	42413256	5	4.1949e-20	1.32462e-16
chr18	42321078	42322638	chr18	42377402	42380262	2	5.48234e-09	5.78049e-06
chr18	42357355	42358942	chr18	42410360	42413167	2	1.96351e-08	8.91958e-06
chr18	42377365	42381417	chr18	42410330	42413290	14	0	0
chr18	42410228	42413283	chr18	42938127	42941169	3	2.02244e-10	2.74711e-07
chr18	42410390	42413282	chr18	42496699	42499654	5	1.91526e-19	5.80314e-16
chr18	42920776	42922321	chr18	42938318	42941297	4	2.97378e-17	7.77443e-14
chr18	42938292	42941051	chr18	43381345	43382882	2	2.1992e-06	8.91958e-06
chr18	42938386	42940054	chr18	42946429	42948936	2	5.54144e-09	5.8356e-06
chr18	43144444	43145978	chr18	43207593	43210449	2	2.06398e-08	8.91958e-06
chr18	43207609	43210510	chr18	43381534	43384320	6	2.66495e-19	8.00647e-16
chr18	43207611	43210492	chr18	43437424	43440339	2	3.76223e-07	8.91958e-06
chr18	43372013	43375088	chr18	43381256	43384282	22	0	0
chr18	43381264	43384316	chr18	43437060	43440419	26	0	0
chr18	43381345	43384228	chr18	43692413	43695665	9	5.36809e-25	2.22499e-21
chr18	43381387	43384233	chr18	60908770	60910463	2	0.000149798	0.000153146
chr18	43382733	43384273	chr18	71909946	71911577	2	1.83945e-06	8.91958e-06
chr18	43437461	43439020	chr18	43692544	43695235	3	2.53134e-09	2.83941e-06
chr18	43692592	43695379	chr18	43852310	43855326	4	3.28857e-14	6.80212e-11
chr18	43829497	43831513	chr2	192879745	192882505	2	5.68072e-10	7.16035e-07
chr18	43853621	43855458	chr18	43954671	43956606	2	4.54797e-09	4.87354e-06
chr18	43855454	43856969	chr18	44053298	44054822	2	1.64416e-10	2.25989e-07
chr18	45979194	45981457	chr18	46515935	46517455	2	7.58486e-06	1.11067e-05
chr18	46074638	46076209	chr18	46515958	46517527	2	3.42072e-06	8.91958e-06
chr18	46209967	46212947	chr18	46516062	46518801	2	1.54452e-06	8.91958e-06
chr18	46421741	46424545	chr18	46517274	46518831	2	6.95295e-07	8.91958e-06
chr18	46477148	46479485	chr18	46508129	46509636	2	6.30391e-07	8.91958e-06
chr18	46497611	46503766	chr18	46514791	46519602	47	0	0
chr18	46498845	46502764	chr18	46507925	46511107	23	0	0
chr18	46499702	46502614	chr18	46546579	46548302	4	1.17569e-11	1.84871e-08
chr18	46499771	46502505	chr18	46521995	46524827	3	6.96544e-09	7.18107e-06
chr18	46507943	46510985	chr18	46522014	46525042	23	0	0
chr18	46508057	46510827	chr18	46531650	46534482	2	7.47425e-07	8.91958e-06
chr18	46508066	46512006	chr18	46546626	46549566	27	0	0
chr18	46515813	46519011	chr18	46546557	46549647	56	0	0
chr18	46516085	46518656	chr18	46531581	46534393	2	1.96092e-06	8.91958e-06
chr18	46522177	46524900	chr18	46546617	46548334	5	6.72751e-15	1.47137e-11
chr18	46531673	46534431	chr18	46546661	46549612	3	1.13649e-11	1.78905e-08
chr18	54807581	54810501	chr18	54908220	54911199	19	0	0
chr18	55247504	55249015	chr18	55459620	55461204	2	3.18572e-07	8.91958e-06
chr18	55381683	55384386	chr18	55459745	55462464	3	1.92026e-11	2.97352e-08
chr18	55381715	55383235	chr18	55394181	55395760	2	6.03176e-10	7.56931e-07
chr18	55394149	55397037	chr18	55459635	55462525	8	2.20346e-29	1.09511e-25
chr18	55399282	55401774	chr18	55459588	55461097	2	9.73879e-09	8.91958e-06
chr18	55445781	55447796	chr18	55459707	55462472	3	1.58172e-12	2.75169e-09
chr18	57649582	57652504	chr18	57719872	57722703	6	1.68978e-23	6.51083e-20
chr18	57719930	57722658	chr18	60907550	60910098	3	1.22527e-07	8.91958e-06
chr18	60690704	60692520	chr18	60907596	60910232	3	4.68166e-09	5.00926e-06
chr18	60690819	60693708	chr18	60821545	60824415	5	3.5506e-16	8.47301e-13
chr18	60798259	60801368	chr18	60907274	60910334	14	2.38221e-44	2.01899e-40
chr18	60798415	60801313	chr18	60921979	60923548	3	8.04411e-11	1.14817e-07
chr18	60798487	60801912	chr18	60821629	60824862	6	1.4655e-18	4.20464e-15
chr18	60798502	60801412	chr18	60925481	60927035	3	7.01862e-11	1.01059e-07
chr18	60821530	60825037	chr18	60907245	60910694	60	0	0
chr18	60821557	60823168	chr18	60891730	60894580	3	1.18684e-09	1.41217e-06
chr18	60821567	60823227	chr18	60896807	60899682	2	9.63579e-07	8.91958e-06
chr18	60821574	60824656	chr18	60920681	60928453	13	2.1141e-35	1.30615e-31
chr18	60821600	60824526	chr18	60886933	60889770	5	1.42725e-15	3.24797e-12
chr18	60821615	60825015	chr18	60852965	60855817	7	5.10924e-23	1.91841e-19
chr18	60822847	60824529	chr18	60931289	60934096	3	2.50762e-09	2.8165e-06
chr18	60822921	60824426	chr18	60985386	60987103	2	3.08106e-07	8.91958e-06
chr18	60853062	60855880	chr18	60907369	60910181	5	5.78335e-15	1.26747e-11
chr18	60886847	60891211	chr18	60907288	60910562	12	2.99994e-37	2.02327e-33
chr18	60888169	60889770	chr18	60920748	60923557	3	5.1826e-11	7.57983e-08
chr18	60891743	60894562	chr18	60907299	60910194	7	2.10605e-21	7.2276e-18
chr18	60896819	60899608	chr18	60907349	60910112	4	1.7396e-12	3.00312e-09
chr18	60907220	60910625	chr18	60920596	60928484	58	0	0
chr18	60907279	60910438	chr18	60931195	60934140	10	3.92519e-31	2.06372e-27
chr18	60907384	60910221	chr18	60988050	60990133	2	1.015e-06	8.91958e-06
chr18	60907488	60910182	chr18	60984237	60986922	3	1.89082e-09	2.16997e-06
chr18	60907601	60910311	chr20	52811968	52813512	2	0.0144461	0.0144495
chr18	73741291	73742791	chr4	93354792	93356293	2	2.72406e-11	4.12835e-08
chr18	76651453	76654093	chr18	76822944	76824484	3	1.24185e-12	2.1926e-09
chr19	454803	456417	chr19	533868	536658	2	1.91813e-09	2.19836e-06
chr19	1165513	1168659	chr19	1180247	1184122	43	0	0
chr19	1165563	1168423	chr19	1184290	1187251	6	1.63898e-19	5.00152e-16
chr19	1166790	1169418	chr19	1207622	1209569	2	3.26951e-07	8.91958e-06
chr19	1169008	1171985	chr19	1180251	1183266	13	2.24208e-44	1.84296e-40
chr19	1169010	1171931	chr19	1184446	1187136	3	1.61402e-10	2.22204e-07
chr19	1180286	1183413	chr19	1259337	1260917	11	2.93684e-41	2.23896e-37
chr19	1180299	1183379	chr19	1511837	1514804	6	6.0414e-16	1.41326e-12
chr19	1180521	1183439	chr19	1206631	1209721	5	2.80645e-16	6.76146e-13
chr19	1180582	1184168	chr19	1253278	1255020	3	5.03502e-10	6.42807e-07
chr19	1181724	1183298	chr19	1870085	1872823	2	1.51026e-06	8.91958e-06
chr19	1185671	1187189	chr19	1259294	1260875	2	7.35272e-08	8.91958e-06
chr19	1394128	1395726	chr19	1511919	1514827	2	2.49951e-07	8.91958e-06
chr19	1489860	1492683	chr19	1511820	1514709	2	6.04401e-09	6.32118e-06
chr19	1511817	1514765	chr19	2574967	2577833	7	3.0623e-20	9.7491e-17
chr19	1512000	1514072	chr19	2153317	2156078	2	6.22575e-08	8.91958e-06
chr19	1512043	1514687	chr19	1869957	1872860	4	1.22134e-13	2.3929e-10
chr19	1513277	1514778	chr19	1906374	1908086	2	4.43862e-08	8.91958e-06
chr19	1870056	1872797	chr19	1906544	1909397	3	3.28807e-13	6.14975e-10
chr19	2487973	2491165	chr19	2574817	2577696	8	1.12803e-29	5.67901e-26
chr19	2489352	2491443	chr19	2525038	2526577	2	6.59963e-08	8.91958e-06
chr19	2515565	2518414	chr19	2576161	2577768	3	5.25342e-12	8.58977e-09
chr19	2518834	2521816	chr19	2577930	2579481	2	1.13635e-08	8.91958e-06
chr19	2518872	2521739	chr19	2574925	2577822	3	8.58022e-12	1.37399e-08
chr19	2523676	2526703	chr19	2574840	2580657	31	0	0
chr19	2525096	2526624	chr19	2534313	2537143	2	4.50814e-08	8.91958e-06
chr19	2528155	2531071	chr19	2574792	2577795	7	1.81184e-26	8.00737e-23
chr19	2534264	2537138	chr19	2574917	2577795	4	2.03541e-14	4.29114e-11
chr19	2534273	2537041	chr19	2579217	2580796	2	5.97169e-08	8.91958e-06
chr19	2574970	2577831	chr19	2670277	2671835	3	2.00919e-10	2.73347e-07
chr19	2576195	2577709	chr19	2587009	2589849	2	9.42104e-08	8.91958e-06
chr19	2577914	2580774	chr19	2586916	2589964	3	1.70554e-12	2.95029e-09
chr19	2587249	2589800	chr19	2607877	2609486	2	3.76257e-10	4.91829e-07
chr19	3388625	3391500	chr19	3735903	3738717	2	8.1177e-07	8.91958e-06
chr19	3711723	3713344	chr19	3735903	3738755	4	3.52101e-17	9.17287e-14
chr19	3713354	3715111	chr19	3735745	3738808	4	2.41492e-17	6.36798e-14
chr19	3735905	3738879	chr19	7683621	7685207	2	1.86521e-06	8.91958e-06
chr19	4914965	4916477	chr19	4969477	4972320	2	6.97458e-08	8.91958e-06
chr19	4969064	4973252	chr19	4990265	4993253	9	2.83942e-33	1.60557e-29
chr19	4969992	4972416	chr19	5021191	5022778	3	2.36361e-12	4.03145e-09
chr19	4975135	4977999	chr19	5019775	5021388	2	1.31943e-09	1.55391e-06
chr19	7462328	7463911	chr19	7684602	7686509	2	1.22233e-07	8.91958e-06
chr19	7462373	7465254	chr19	7485513	7488385	7	1.50538e-27	6.95538e-24
chr19	7467630	7470595	chr19	7485471	7488397	10	3.6119e-39	2.5572e-35
chr19	7467689	7470574	chr19	7683706	7686571	3	1.55825e-10	2.14874e-07
chr19	7484199	7488391	chr19	7683558	7686691	5	2.81627e-16	6.78129e-13
chr19	7593310	7596130	chr19	7683620	7686599	3	9.46398e-13	1.68911e-09
chr19	7683649	7686325	chr19	7967863	7969386	2	2.35814e-07	8.91958e-06
chr19	7683710	7686629	chr19	7699340	7703521	4	4.78284e-16	1.12874e-12
chr19	9955696	9957754	chr19	10595921	10598979	3	1.86124e-09	2.13948e-06
chr19	10595104	10598912	chr19	10611249	10614704	14	0	0
chr19	10597245	10598896	chr19	10757870	10760718	3	4.70863e-12	7.74348e-09
chr19	12866400	12867920	chr20	47314386	47316373	2	1.86469e-08	8.91958e-06
chr19	15588788	15591884	chr19	15598068	15601035	22	0	0
chr19	15588957	15591852	chr19	15673728	15675272	3	4.22947e-12	6.99862e-09
chr19	15590244	15591841	chr19	15621389	15624120	2	3.89751e-09	4.24146e-06
chr19	15598145	15601134	chr19	15673793	15675678	2	3.02181e-08	8.91958e-06
chr19	15937927	15940884	chr19	16085304	16088164	3	4.01591e-11	5.96545e-08
chr19	15938958	15940755	chr19	16088934	16090447	2	5.63677e-09	5.92867e-06
chr19	15939394	15941120	chr19	16044409	16046205	2	9.69932e-09	8.91958e-06
chr19	15941134	15942638	chr19	16085410	16088099	2	1.47982e-08	8.91958e-06
chr19	16011856	16014728	chr19	16045815	16047368	2	1.06792e-08	8.91958e-06
chr19	16044408	16047337	chr19	16112504	16116040	10	1.18806e-37	8.05091e-34
chr19	16044414	16047449	chr19	16085371	16088301	15	0	0
chr19	16085195	16089142	chr19	16113086	16116011	12	9.34666e-43	7.52788e-39
chr19	16691656	16694492	chr19	17405737	17408647	2	1.24039e-09	1.46933e-06
chr19	17263545	17266419	chr19	17300729	17303427	3	8.43862e-15	1.83619e-11
chr19	17889145	17891984	chr19	17900821	17903709	2	3.22495e-09	3.55119e-06
chr19	18126632	18128704	chr19	18139421	18142142	3	5.09406e-15	1.1187e-11
chr19	18140755	18142353	chr19	18239980	18242921	2	6.1273e-09	6.39419e-06
chr19	18391200	18394137	chr19	18402826	18405739	2	1.2138e-08	8.91958e-06
chr19	18489713	18492594	chr19	18556468	18559468	5	5.22581e-20	1.64044e-16
chr19	18556601	18559534	chr19	18805578	18808385	4	1.66231e-14	3.536e-11
chr19	18556611	18559528	chr19	18594333	18601635	13	0	0
chr19	18556694	18559324	chr19	18611401	18612905	2	1.36006e-08	8.91958e-06
chr19	18556699	18559309	chr19	18943537	18945094	2	4.2841e-07	8.91958e-06
chr19	18557627	18559597	chr19	19109207	19111738	4	6.30229e-12	1.02109e-08
chr19	18805608	18808411	chr19	18942460	18945072	2	1.21735e-07	8.91958e-06
chr19	18879668	18882671	chr19	18942178	18945244	3	2.17952e-12	3.72938e-09
chr19	18879676	18882342	chr19	19109183	19111830	2	2.42224e-07	8.91958e-06
chr19	18942269	18945106	chr19	19109278	19112084	4	9.14034e-13	1.63529e-09
chr19	18942405	18943938	chr19	19172944	19175627	2	4.39287e-07	8.91958e-06
chr19	19061101	19063784	chr19	19109048	19110646	2	3.00248e-08	8.91958e-06
chr19	19109088	19111909	chr19	19168898	19171757	5	1.03445e-17	2.78279e-14
chr19	19109096	19112022	chr19	19172704	19175740	6	1.82739e-18	5.20099e-15
chr19	19109147	19111942	chr19	19161265	19164244	7	7.49239e-26	3.2375e-22
chr19	19161360	19164114	chr19	19172888	19174551	2	8.43479e-08	8.91958e-06
chr19	19659331	19662217	chr19	19705044	19707875	5	5.5416e-21	1.85119e-17
chr19	27735612	27737752	chr8	88167458	88169386	2	1.00909e-07	8.91958e-06
chr19	28619656	28622535	chr19	28781468	28782999	2	1.15772e-10	1.62491e-07
chr19	30161027	30163922	chr19	30360861	30363659	2	1.91813e-09	2.19836e-06
chr19	30807480	30810194	chr19	31019493	31021057	2	2.86672e-10	3.81384e-07
chr19	31172552	31175309	chr19	31188256	31189849	2	2.76058e-08	8.91958e-06
